size,cpus,time
600,8,0.2550604
1000,8,0.2938168
1200,8,0.591804
1400,8,0.7381263
100,10,0.0029541
200,10,0.0037052
400,10,0.0119467
600,10,0.0376979
800,10,0.1058088
1000,10,0.2886141
1200,10,0.5519022
1400,10,0.7198076
100,16,0.0031484
200,16,0.003803
400,16,0.0189969
600,16,0.0452173
800,16,0.1010924
1000,16,0.4833796
1200,16,0.6298811
1400,16,0.744661
100,10,0.0026482
200,10,0.003118
400,10,0.0127504
600,10,0.0379157
800,10,0.0865038
1000,10,0.2139937
1200,10,0.6179793
1400,10,1.5706228
1600,10,2.1861224
2000,10,3.0630461
100,1,0.0015054
200,1,0.0115363
400,1,0.094976
600,1,0.3408117
800,1,0.7987795
1000,1,1.5052616
1200,1,2.6243966
1400,1,4.2876205
100,2,0.0012537
200,2,0.0060447
400,2,0.0488681
600,2,0.1714188
800,2,0.4037746
1000,2,0.7694481
1200,2,1.3039503
1400,2,1.9967626
100,4,0.0014316
200,4,0.0033968
400,4,0.0258511
600,4,0.092549
800,4,0.2111667
1000,4,0.4263338
1200,4,0.6971756
1400,4,1.1008534
100,8,0.0026331
200,8,0.0032016
400,8,0.0142274
600,8,0.0458293
800,8,0.1426199
1000,8,0.3088663
1200,8,0.640662
1400,8,0.8349346
100,10,0.0025085
200,10,0.0030457
400,10,0.0164721
600,10,0.0372909
800,10,0.1067003
1000,10,0.3497573
1200,10,0.6577882
1400,10,0.7511983
100,16,0.0041294
200,16,0.0039015
400,16,0.0333232
600,16,0.0468996
1000,16,0.1625355
1200,16,0.481051
800,16,0.3869274
1400,16,0.6257218
100,16,0.0046883
200,16,0.004891
400,16,0.0141371
600,16,0.0457795
800,16,0.1014111
1000,16,0.3891848
1200,16,0.8573305
1400,16,1.6614713
1600,16,2.5392815
2000,16,3.0729979
100,1,0.0013033
200,1,0.0109996
400,1,0.0972022
600,1,0.3420435
800,1,0.7933809
1000,1,1.5166989
1200,1,2.5919969
1400,1,4.2865312
100,2,0.001235
200,2,0.0059345
400,2,0.0489561
600,2,0.1678536
800,2,0.4029244
1000,2,0.771524
1200,2,1.3171036
1400,2,2.0845953
100,4,0.0012275
200,4,0.0035256
400,4,0.0247307
600,4,0.0953353
800,4,0.2424564
1000,4,0.4466375
1200,4,0.7222438
1400,4,1.0965126
100,8,0.0017986
200,8,0.0028712
400,8,0.012935
600,8,0.0575812
800,8,0.1641412
1000,8,0.3319831
1200,8,0.670092
1400,8,0.8312702
100,10,0.0022516
200,10,0.0033302
400,10,0.0127045
600,10,0.0392431
800,10,0.1215092
1000,10,0.3433224
1200,10,0.6408645
1400,10,0.8510819
100,16,0.0029444
200,16,0.0032708
400,16,0.0103952
600,16,0.0475356
800,16,0.1109272
1000,16,0.2343981
1200,16,0.6122222
1400,16,0.6862838
100,10,0.0020756
200,10,0.0027916
400,10,0.0121966
600,10,0.0445062
800,10,0.1079174
100,1,0.0013577
200,1,0.0112908
400,1,0.0961867
600,1,0.347603
800,1,0.8171195
1000,1,1.5916126
1200,1,2.820693
1400,1,4.6758546
1600,1,6.9276903
2000,1,13.2528185
100,1,0.0013401
200,1,0.0109164
400,1,0.092536
600,1,0.3343163
800,1,0.7812074
1000,1,1.5042489
1200,1,2.5853508
1400,1,4.1267618
100,2,0.0017131
200,2,0.0112777
400,2,0.0469644
600,2,0.1724906
800,2,0.4030049
1000,2,0.7760198
1200,2,1.3219154
1400,2,2.0423504
100,4,0.0014429
200,4,0.003646
400,4,0.0254415
600,4,0.0890798
800,4,0.2249472
1000,4,0.4323692
1200,4,0.7002069
1400,4,1.0769512
100,8,0.0018106
200,8,0.0042795
400,8,0.0156728
600,8,0.0513846
800,8,0.1555954
1000,8,0.2724104
1200,8,0.4747302
1400,8,0.7444035
100,10,0.0027949
200,10,0.0036496
400,10,0.0139986
600,10,0.0437027
800,10,0.1202226
1000,10,0.2666691
1200,10,0.4499833
1400,10,0.7466502
100,16,0.0053024
200,16,0.0049893
400,16,0.0111569
600,16,0.0433768
800,16,0.125615
1000,16,0.4591553
1200,16,0.5770873
1400,16,0.7047634
100,2,0.00106
200,2,0.0060287
400,2,0.0494145
600,2,0.1655562
800,2,0.4221973
1000,2,0.8253625
1200,2,1.4647855
1400,2,2.3318612
1600,2,3.5657484
2000,2,6.519088
100,1,0.0013469
200,1,0.0117122
400,1,0.095947
600,1,0.349804
800,1,0.8098955
1000,1,1.537778
1200,1,2.6198525
1400,1,4.2296974
100,2,0.0012456
200,2,0.0056885
400,2,0.0499214
600,2,0.1714587
800,2,0.4057419
1000,2,0.7689157
1200,2,1.3159615
1400,2,2.0633262
100,4,0.0016269
200,4,0.0036372
400,4,0.0246315
600,4,0.0854939
800,4,0.2211588
1000,4,0.4303068
1200,4,0.7013299
1400,4,1.0593033
100,8,0.0018624
200,8,0.0038581
400,8,0.0171912
600,8,0.0576058
800,8,0.1579157
1000,8,0.3295015
1200,8,0.5925593
1400,8,0.8166104
100,10,0.0028557
200,10,0.0036417
600,10,0.0462647
400,10,0.1176472
800,10,0.1535096
1000,10,0.3302605
1200,10,0.6243405
1400,10,0.796219
100,16,0.0026414
200,16,0.0040067
400,16,0.0119734
600,16,0.047058
800,16,0.133036
1000,16,0.3444538
1200,16,0.6069624
1400,16,0.7494958
100,4,0.0011626
200,4,0.005328
400,4,0.0249963
600,4,0.1286937
800,4,0.2356184
1000,4,0.5309394
1200,4,0.9765987
1400,4,1.6027586
1600,4,2.4197511
2000,4,3.808378
100,1,0.0013885
200,1,0.0108067
400,1,0.095665
600,1,0.3327628
800,1,0.7933407
1000,1,1.5067984
1200,1,2.5983646
1400,1,4.1530875
100,2,0.0014838
200,2,0.0127231
400,2,0.0537072
600,2,0.1789531
800,2,0.3939635
1000,2,0.7581808
1200,2,1.3022107
1400,2,2.054507
100,4,0.0014032
200,4,0.0045032
400,4,0.0252793
600,4,0.1012628
800,4,0.2460199
1000,4,0.4295958
1200,4,0.7161858
1400,4,1.0893568
100,8,0.0019625
200,8,0.0025218
400,8,0.01328
600,8,0.0453802
800,8,0.1332594
1000,8,0.2996857
1200,8,0.6359443
1400,8,0.808751
100,10,0.0023883
200,10,0.0028914
400,10,0.0119571
600,10,0.0374494
1000,10,0.4674074
1400,10,0.6742473
800,10,0.5953792
1200,10,0.7978418
100,16,0.0071378
200,16,0.0072513
1200,16,0.2510711
400,16,0.4454411
600,16,0.5123111
800,16,0.5457492
1000,16,0.5714968
1400,16,0.7259895
100,8,0.0018266
200,8,0.0029695
400,8,0.0208605
800,8,0.1025691
600,8,0.0446278
1200,8,0.6108941
1000,8,0.8972531
1400,8,1.1001407
1600,8,2.3423598
2000,8,3.2046282
100,1,0.0012996
200,1,0.0111791
400,1,0.0963247
600,1,0.3331019
800,1,0.7779042
1000,1,1.478744
1200,1,2.551756
1400,1,4.0917228
100,2,0.0012499
200,2,0.0064077
400,2,0.0472484
600,2,0.1725875
800,2,0.3945615
1000,2,0.7573767
1200,2,1.3033722
1400,2,2.0232799
100,4,0.0015621
200,4,0.0052843
400,4,0.0476854
600,4,0.0938253
800,4,0.2252737
1000,4,0.432916
1200,4,0.7040017
1400,4,1.0997495
100,8,0.002152
200,8,0.0048269
400,8,0.0138331
600,8,0.0484236
800,8,0.1412155
1000,8,0.3358208
1200,8,0.6436004
1400,8,0.7560583
100,10,0.0032735
200,10,0.0044719
400,10,0.0124967
600,10,0.0397026
800,10,0.1285055
1000,10,0.2868412
1200,10,0.5614381
1400,10,0.745224
100,16,0.0033832
200,16,0.0056205
400,16,0.0105932
600,16,0.0445203
800,16,0.1145995
1000,16,0.498064
1200,16,0.5988503
1400,16,0.7196149
100,10,0.0027088
200,10,0.0029473
400,10,0.0119313
600,10,0.0412259
800,10,0.0977631
1400,10,0.777916
1200,10,0.8790771
1000,10,1.0549146
1600,10,2.3860299
2000,10,2.8960408
100,1,0.0012888
200,1,0.011325
400,1,0.0947091
600,1,0.330126
800,1,0.7768185
1000,1,1.5004409
1200,1,2.5542872
1400,1,4.1158569
100,2,0.0012948
200,2,0.0061622
400,2,0.0478327
600,2,0.171125
800,2,0.3997034
1000,2,0.7639078
1200,2,1.3212663
1400,2,2.0423515
100,4,0.0015886
200,4,0.0036766
400,4,0.0282201
600,4,0.096369
800,4,0.2454026
1000,4,0.4466712
1200,4,0.7489094
1400,4,1.0959849
100,8,0.0025099
200,8,0.0024219
400,8,0.0148244
600,8,0.0457557
800,8,0.130622
1000,8,0.313176
1200,8,0.598042
1400,8,0.7812718
100,10,0.002317
200,10,0.0031693
400,10,0.0133132
600,10,0.0451315
800,10,0.1659131
1000,10,0.3906078
1200,10,0.6855563
1400,10,0.762596
100,16,0.0032171
200,16,0.0035335
400,16,0.008937
600,16,0.044751
800,16,0.113673
1000,16,0.5094924
1200,16,0.5529588
1400,16,0.7457123
100,16,0.0034244
200,16,0.0032033
400,16,0.0117572
600,16,0.0457087
800,16,0.1026512
1000,16,0.2529111
1200,16,0.8952117
1400,16,1.6200603
1600,16,2.6978677
2000,16,3.1229827
100,1,0.0013511
200,1,0.0116037
400,1,0.0951657
600,1,0.3315526
800,1,0.7864664
1000,1,1.5060305
1200,1,2.634373
1400,1,4.3178995
100,2,0.0013813
200,2,0.006166
400,2,0.0475667
600,2,0.1705624
800,2,0.3935773
1000,2,0.7643666
1200,2,1.2992713
1400,2,2.0227167
100,4,0.0019085
200,4,0.0036769
400,4,0.0243795
600,4,0.0856121
800,4,0.223935
1000,4,0.4417502
1200,4,0.716673
1400,4,1.1382283
100,8,0.0028722
200,8,0.0024424
400,8,0.0275511
800,8,0.1249613
600,8,0.0551085
1200,8,0.5212339
1000,8,0.6292763
1400,8,0.736843
100,10,0.0028916
200,10,0.0028324
400,10,0.0109261
600,10,0.0408057
800,10,0.1174647
1000,10,0.313811
1200,10,0.6038347
1400,10,0.7701914
100,16,0.0051914
200,16,0.0037668
400,16,0.0132833
600,16,0.0447583
800,16,0.0902856
1000,16,0.4135045
1200,16,0.5645057
1400,16,0.7411225
100,16,0.002649
200,16,0.0032592
400,16,0.0118938
600,16,0.0484335
800,16,0.0912451
100,1,0.0014336
200,1,0.011385
400,1,0.0949729
600,1,0.3388181
800,1,0.8098385
1000,1,1.5372146
1200,1,2.7441491
1400,1,4.4712539
1600,1,6.5475453
2000,1,12.6336792
100,1,0.0013739
200,1,0.0118107
400,1,0.0971268
600,1,0.3341035
800,1,0.7919408
1000,1,1.5070406
1200,1,2.633228
1400,1,4.317726
100,2,0.0011262
200,2,0.0058888
400,2,0.0498871
600,2,0.1753321
800,2,0.3990864
1000,2,0.76291
1200,2,1.3303163
1400,2,2.0907649
100,4,0.0015958
200,4,0.0036305
400,4,0.0242927
600,4,0.0986846
800,4,0.2382445
1000,4,0.4343072
1200,4,0.7193561
1400,4,1.0909228
100,8,0.0026802
200,8,0.003357
400,8,0.0135539
600,8,0.0445086
800,8,0.1253901
1000,8,0.3107052
1200,8,0.565064
1400,8,0.7829198
100,10,0.0015808
200,10,0.0027532
400,10,0.0120064
600,10,0.0407605
800,10,0.1202619
1000,10,0.2706065
1200,10,0.4945709
1400,10,0.6940198
100,16,0.0033489
200,16,0.0043564
400,16,0.0111425
600,16,0.0435199
800,16,0.1052173
1000,16,0.4117459
1200,16,0.5558901
1400,16,0.7116609
100,2,0.0012654
200,2,0.0059359
400,2,0.0481393
600,2,0.1667937
800,2,0.4340429
1000,2,0.8523309
1200,2,1.5136641
1400,2,2.5565699
1600,2,3.7690176
2000,2,6.6668257
100,1,0.0014306
200,1,0.0108359
400,1,0.0984079
600,1,0.3298518
800,1,0.7888164
1000,1,1.4849696
1200,1,2.57523
1400,1,4.1146962
100,2,0.0016458
200,2,0.0061344
400,2,0.0460014
600,2,0.1694359
800,2,0.405916
1000,2,0.7760253
1200,2,1.319982
1400,2,2.059746
100,4,0.0016889
200,4,0.0035589
400,4,0.0299414
600,4,0.0973419
800,4,0.2355415
1000,4,0.4380975
1200,4,0.735453
1400,4,1.1175004
100,8,0.0022345
200,8,0.0039435
400,8,0.0158104
600,8,0.0573482
800,8,0.151062
1000,8,0.3028203
1200,8,0.5964823
1400,8,0.7825017
100,10,0.0020868
200,10,0.0030053
400,10,0.0147015
600,10,0.0405694
800,10,0.1195794
1000,10,0.2869478
1200,10,0.5312068
1400,10,0.7268528
100,16,0.0037368
200,16,0.0038982
600,16,0.0477139
400,16,0.0877358
800,16,0.1194526
1000,16,0.3867012
1200,16,0.5025585
1400,16,0.6882856
100,4,0.0017436
200,4,0.0034832
400,4,0.0260595
800,4,0.197903
600,4,0.0883401
1000,4,0.5189896
1200,4,0.9719127
1400,4,1.5514301
1600,4,2.3386864
2000,4,4.0199573
100,1,0.0012946
200,1,0.0109791
400,1,0.0988942
600,1,0.332062
800,1,0.7853901
1000,1,1.4867142
1200,1,2.5639303
1400,1,4.0958996
100,2,0.0012206
200,2,0.0060137
400,2,0.0475374
600,2,0.1731606
800,2,0.3881474
1000,2,0.7606912
1200,2,1.3060238
1400,2,2.0315243
100,4,0.0015487
200,4,0.0043276
400,4,0.0259157
600,4,0.0933785
800,4,0.2416614
1000,4,0.4312531
1200,4,0.7063339
1400,4,1.0794862
100,8,0.0020714
200,8,0.0030644
400,8,0.016023
600,8,0.0451137
800,8,0.1206793
1000,8,0.3182826
1200,8,0.5321815
1400,8,0.7703473
100,10,0.0026842
200,10,0.0029931
400,10,0.0123014
600,10,0.0384953
800,10,0.1097339
1000,10,0.3187208
1200,10,0.5556168
1400,10,0.7449288
100,16,0.0031052
200,16,0.0032357
400,16,0.0111927
600,16,0.047211
800,16,0.117124
1000,16,0.4662975
1200,16,0.5612735
1400,16,0.7302057
100,8,0.0024223
200,8,0.0029719
400,8,0.0134918
600,8,0.0484775
800,8,0.1523634
1000,8,0.3563669
1200,8,0.8088047
1400,8,1.4195342
1600,8,2.3159361
2000,8,3.258442
100,1,0.0012986
200,1,0.0107338
400,1,0.0934126
600,1,0.3296721
800,1,0.7844936
1000,1,1.4837691
1200,1,2.5582157
1400,1,4.1190297
100,2,0.0014062
200,2,0.0065814
400,2,0.0480388
600,2,0.1715396
800,2,0.4029643
1000,2,0.7580336
1200,2,1.3138433
1400,2,2.0463692
100,4,0.0014494
200,4,0.0034683
400,4,0.0251587
600,4,0.0876058
800,4,0.2318238
1000,4,0.41533
1200,4,0.6911106
1400,4,1.080366
100,8,0.0021602
200,8,0.0037342
400,8,0.0136551
600,8,0.0474892
800,8,0.13983
1000,8,0.2741777
1200,8,0.4466702
1400,8,0.7172513
100,10,0.0025206
200,10,0.0036261
400,10,0.012203
600,10,0.0389292
800,10,0.0998934
1000,10,0.2845981
1200,10,0.5538341
1400,10,0.7655951
100,16,0.003014
200,16,0.0034735
400,16,0.0108576
600,16,0.0446057
800,16,0.1230062
1000,16,0.4312004
1200,16,0.5147395
1400,16,0.7161844
100,10,0.0025421
200,10,0.0038431
400,10,0.0125598
1000,10,0.1732289
800,10,0.128825
600,10,0.043639
1200,10,0.4837228
1400,10,1.2301693
1600,10,2.40373
2000,10,3.1794884
100,1,0.0013801
200,1,0.0116415
400,1,0.0948225
600,1,0.3360014
800,1,0.7894079
1000,1,1.5050847
1200,1,2.6368205
1400,1,4.383409
100,2,0.0011258
200,2,0.0063403
400,2,0.0491672
600,2,0.1744307
800,2,0.3982475
1000,2,0.7562492
1200,2,1.3299216
1400,2,2.0626733
100,4,0.0014342
200,4,0.00347
400,4,0.0250586
600,4,0.0886414
800,4,0.2377419
1000,4,0.434844
1200,4,0.728647
1400,4,1.1264322
100,8,0.0012968
200,8,0.0046337
400,8,0.0189893
600,8,0.0721875
800,8,0.1559888
1000,8,0.4378408
1200,8,0.5129383
1400,8,0.8188756
100,10,0.0023804
200,10,0.0039208
400,10,0.0119222
600,10,0.0380641
800,10,0.1101326
1000,10,0.3250824
1200,10,0.5169215
1400,10,0.8009173
100,16,0.0029184
200,16,0.0039192
400,16,0.01329
600,16,0.04373
800,16,0.126405
1000,16,0.4066724
1200,16,0.5882008
1400,16,0.7174892
100,16,0.0029997
200,16,0.0034514
400,16,0.0117683
600,16,0.0452179
800,16,0.1211575
1000,16,0.3711568
1200,16,1.0669125
1400,16,1.8794884
1600,16,2.4057899
2000,16,3.0903451
100,1,0.0018622
200,1,0.0115471
400,1,0.0997104
600,1,0.3398164
800,1,0.8071551
1000,1,1.5311021
1200,1,2.6541666
1400,1,4.3600896
100,2,0.0015361
200,2,0.0061902
400,2,0.0491608
600,2,0.1720663
800,2,0.4019789
1000,2,0.778693
1200,2,1.3367018
1400,2,2.0832749
100,4,0.0013625
200,4,0.0038597
400,4,0.02507
600,4,0.0916218
800,4,0.2247147
1000,4,0.432614
1200,4,0.7378906
1400,4,1.1062765
100,8,0.0025606
200,8,0.0039119
400,8,0.017498
600,8,0.0529511
800,8,0.1329984
1000,8,0.2778989
1200,8,0.5230837
1400,8,0.7737156
100,10,0.0029174
200,10,0.0029917
400,10,0.0131787
600,10,0.0380144
800,10,0.1095648
1000,10,0.2617908
1200,10,0.4846365
1400,10,0.7263927
100,16,0.004473
200,16,0.0043526
400,16,0.0101951
600,16,0.0447232
1000,16,0.1509773
800,16,0.5449228
1200,16,0.6444165
1400,16,0.7575057
